,open_BTC,high_BTC,low_BTC,close_BTC,volume_BTC,price_treasury,open_treasury,high_treasury,low_treasury,change%_treasury,price_oil,open_oil,high_oil,low_oil,volume_oil,chnage%_oil,price_S&P,open_S&P,high_S&P,low_S&P,volume_S&P,change%_S&P,price_gold,open_gold,high_gold,low_gold,volume_gold,change%_gold
2021-02-04,37688.42,38769.0,36156.45,36975.0,31699.36292316,1.136,1.143,1.162,1.131,-0.29%,56.23,55.96,56.58,55.3,381.40K,0.97%,"3,871.74","3,836.66","3,872.42","3,836.66",-,1.09%,"1,795.90","1,838.00","1,838.00","1,790.30",1.74K,-2.38%
2021-02-05,36976.59,38349.0,36605.87,38311.49,17842.70173175,1.169,1.138,1.188,1.129,2.90%,56.85,56.46,57.29,56.43,400.83K,1.10%,"3,886.83","3,878.30","3,894.56","3,874.93",-,0.39%,"1,817.80","1,801.80","1,820.40","1,797.80",1.47K,1.22%
2021-02-08,38871.43,46750.0,38057.01,46448.1,47934.0103883,1.176,1.172,1.2,1.15,0.15%,57.97,57.06,58.14,57.0,399.72K,1.97%,"3,915.59","3,892.59","3,915.77","3,892.59",-,0.74%,"1,838.90","1,820.70","1,844.00","1,814.10",2.78K,1.16%
2021-02-09,46453.66,48200.0,45020.0,46514.73,36418.79365116,1.16,1.164,1.172,1.14,-1.32%,58.36,58.11,58.62,57.27,514.70K,0.67%,"3,911.23","3,910.49","3,918.35","3,902.64",-,-0.11%,"1,842.40","1,836.70","1,853.00","1,836.70",1.36K,0.19%
2021-02-10,46514.73,47349.99,43706.86,44850.0,25818.01157857,1.124,1.164,1.176,1.122,-3.10%,58.68,58.45,58.91,58.08,457.54K,0.55%,"3,909.88","3,920.78","3,931.50","3,884.94",-,-0.03%,"1,847.70","1,840.00","1,860.60","1,840.00",2.06K,0.29%
2021-02-11,44850.0,48690.0,44011.0,47997.91,26222.60477552,1.165,1.147,1.166,1.132,3.61%,58.24,58.4,58.71,57.84,380.45K,-0.75%,"3,916.38","3,916.40","3,925.99","3,890.39",-,0.17%,"1,832.00","1,842.20","1,850.80","1,826.90",1.20K,-0.85%
2021-02-12,47993.6,48912.0,46300.0,47408.34,23503.15583529,1.21,1.163,1.213,1.15,3.87%,59.47,57.94,59.82,57.41,480.82K,2.11%,"3,934.83","3,911.65","3,937.23","3,905.78",-,0.47%,"1,828.10","1,825.90","1,835.00","1,817.90",1.24K,-0.21%
2021-02-16,47935.66,50645.0,47051.22,49158.71,23053.20561135,1.311,1.25,1.317,1.223,4.85%,60.05,59.98,60.95,59.33,602.33K,-0.07%,"3,932.59","3,939.61","3,950.43","3,923.85",-,-0.06%,"1,803.90","1,826.60","1,831.00","1,793.50",1.98K,-0.82%
2021-02-17,49141.43,52640.35,48942.87,52170.01,25675.171441,1.282,1.329,1.333,1.269,-2.18%,61.14,60.24,61.73,59.43,335.42K,1.82%,"3,931.33","3,918.50","3,933.61","3,900.43",-,-0.03%,"1,777.70","1,792.00","1,798.00","1,773.00",1.97K,-1.45%
2021-02-18,52170.01,52549.99,50875.0,51601.73,15689.40275173,1.297,1.274,1.318,1.258,1.19%,60.52,61.68,62.26,59.79,132.04K,-1.01%,"3,913.97","3,915.86","3,921.98","3,885.03",-,-0.44%,"1,779.90","1,784.60","1,792.60","1,773.20",1.48K,0.12%
2021-02-19,51596.0,56370.05,50725.0,55983.56,27961.48197104,1.34,1.292,1.363,1.282,3.27%,59.24,60.2,60.29,58.59,102.43K,-2.12%,"3,906.71","3,921.16","3,930.41","3,903.07",-,-0.19%,"1,782.20","1,771.30","1,794.40","1,765.00",1.11K,0.13%
2021-02-22,57489.16,57577.69,46616.0,54142.13,49449.16575779,1.369,1.363,1.394,1.326,0.51%,61.49,58.88,61.84,58.82,37.04K,3.80%,"3,876.50","3,885.55","3,902.92","3,874.71",-,-0.77%,"1,813.20","1,791.00","1,816.80","1,786.40",0.78K,1.74%
2021-02-23,54125.67,54206.22,44888.08,48899.99,72300.585728,1.343,1.369,1.389,1.342,-1.86%,61.67,62.16,63.0,60.67,570.68K,0.29%,"3,881.37","3,857.07","3,895.98","3,805.59",-,0.13%,"1,810.50","1,816.80","1,817.40","1,799.70",0.93K,-0.15%
2021-02-24,48899.99,51415.41,47002.0,49737.82,30732.14949499,1.372,1.343,1.435,1.33,2.16%,63.22,61.29,63.51,60.97,489.93K,2.51%,"3,925.43","3,873.71","3,928.65","3,859.60",-,1.14%,"1,802.80","1,810.50","1,814.80","1,787.90",0.90K,-0.43%
2021-02-25,49737.81,52107.83,46700.0,47058.48,28011.20414657,1.53,1.379,1.614,1.374,11.52%,63.53,63.39,63.81,62.65,510.36K,0.49%,"3,829.34","3,915.80","3,925.02","3,814.04",-,-2.45%,"1,780.80","1,805.50","1,805.50","1,769.90",1.97K,-1.22%
2021-02-26,47063.9,48464.64,44150.0,46326.2,36048.6181927,1.407,1.529,1.558,1.381,-8.08%,61.5,63.46,63.57,61.34,472.72K,-3.20%,"3,811.15","3,839.66","3,861.08","3,789.54",-,-0.48%,"1,734.00","1,773.60","1,777.00","1,720.80",5.07K,-2.63%
2021-03-01,45231.74,49829.0,45042.13,49639.4,25068.25043716,1.426,1.395,1.46,1.383,2.21%,60.64,61.95,62.92,59.96,456.68K,-1.40%,"3,901.82","3,842.51","3,914.50","3,842.51",-,2.38%,"1,728.20","1,738.10","1,762.00","1,723.00",1.83K,-0.33%
2021-03-02,49635.3,50250.0,47075.11,48511.6,17063.56302004,1.398,1.424,1.453,1.39,-1.92%,59.75,60.23,61.21,59.38,464.13K,-1.47%,"3,870.29","3,903.64","3,906.41","3,868.57",-,-0.81%,"1,738.80","1,725.50","1,742.60","1,709.70",3.86K,0.61%
2021-03-03,48502.18,52666.0,48161.75,50360.0,21301.47723933,1.484,1.402,1.498,1.398,6.15%,61.28,59.55,61.99,59.24,465.31K,2.56%,"3,819.72","3,863.99","3,874.47","3,818.86",-,-1.31%,"1,721.00","1,734.60","1,734.60","1,705.00",2.19K,-1.02%
2021-03-04,50370.33,51798.33,47502.0,48368.52,23386.97957577,1.557,1.486,1.569,1.45,4.91%,63.83,61.08,64.86,60.52,694.63K,4.16%,"3,768.47","3,818.53","3,843.67","3,723.34",-,-1.34%,"1,705.90","1,712.20","1,725.60","1,693.00",4.05K,-0.88%
2021-03-05,48370.97,49473.99,46219.32,48769.47,25468.18029576,1.577,1.566,1.625,1.535,1.25%,66.09,64.16,66.42,63.82,573.17K,3.54%,"3,841.94","3,793.58","3,851.69","3,730.19",-,1.95%,"1,703.80","1,696.80","1,709.70","1,690.80",3.17K,-0.12%
2021-03-08,50976.22,52425.0,49328.62,52415.23,18856.28684439,1.603,1.597,1.613,1.575,0.23%,65.05,66.68,67.98,64.57,533.38K,-1.57%,"3,821.35","3,844.39","3,881.06","3,819.25",-,-0.54%,"1,682.90","1,711.80","1,715.70","1,678.40",7.90K,-1.23%
2021-03-09,52413.17,54936.0,51845.01,54916.38,21177.14953983,1.528,1.589,1.594,1.523,-4.67%,64.01,64.73,65.98,63.63,554.56K,-1.60%,"3,875.44","3,851.93","3,903.76","3,851.93",-,1.42%,"1,721.90","1,687.30","1,722.30","1,687.30",4.59K,2.32%
2021-03-10,54921.61,57402.14,53025.0,55890.69,28326.07770941,1.521,1.525,1.566,1.506,-0.45%,64.44,63.84,64.96,63.13,498.49K,0.67%,"3,898.81","3,891.99","3,917.35","3,885.73",-,0.60%,"1,726.50","1,719.50","1,728.70","1,711.30",7.20K,0.27%
2021-03-11,55888.7,58113.0,54283.0,57815.47,24369.21216789,1.535,1.521,1.547,1.475,0.92%,66.02,64.7,66.21,64.54,441.06K,2.45%,"3,939.34","3,915.54","3,960.27","3,915.54",-,1.04%,"1,727.20","1,729.50","1,742.50","1,722.50",4.24K,0.04%
2021-03-12,57820.15,58065.92,55050.0,57225.91,21760.53824103,1.625,1.541,1.642,1.532,5.83%,65.61,65.96,66.24,65.41,321.71K,-0.62%,"3,943.34","3,924.52","3,944.99","3,915.21",-,0.10%,"1,724.30","1,726.30","1,732.40","1,701.60",1.14K,-0.17%
2021-03-15,58972.71,60601.07,54568.0,55636.15,31651.39184131,1.607,1.637,1.639,1.595,-1.81%,65.39,65.56,66.4,64.13,378.01K,-0.34%,"3,968.94","3,942.96","3,970.08","3,923.54",-,0.65%,"1,733.80","1,730.00","1,737.30","1,724.80",0.55K,0.55%
2021-03-16,55629.08,56970.0,53221.0,56927.11,24432.37878722,1.621,1.602,1.628,1.585,0.88%,64.8,65.33,65.43,63.8,317.54K,-0.90%,"3,962.71","3,973.59","3,981.04","3,953.44",-,-0.16%,"1,735.20","1,733.70","1,743.80","1,731.00",1.39K,0.08%
2021-03-17,56924.26,58996.38,54138.01,58925.54,22687.57433043,1.646,1.621,1.689,1.616,1.53%,64.6,64.75,65.34,63.6,254.72K,-0.31%,"3,974.12","3,949.57","3,983.87","3,935.74",-,0.29%,"1,731.10","1,732.00","1,754.00","1,727.50",1.69K,-0.24%
2021-03-18,58925.54,60100.0,56996.15,57644.95,21459.4962399,1.706,1.66,1.754,1.629,3.66%,60.0,64.42,64.82,58.2,143.60K,-7.12%,"3,915.46","3,953.50","3,969.62","3,910.86",-,-1.48%,"1,736.50","1,751.20","1,758.00","1,722.10",1.44K,0.31%
2021-03-19,57644.95,59461.99,56260.0,58039.66,16429.629743,1.73,1.71,1.75,1.671,1.38%,61.42,59.56,61.72,58.94,84.17K,2.37%,"3,913.10","3,913.14","3,930.12","3,886.75",-,-0.06%,"1,745.80","1,739.50","1,750.00","1,731.70",2.72K,0.54%
2021-03-22,57377.29,58421.68,53739.5,54110.07,19512.15647151,1.695,1.707,1.709,1.663,-0.71%,61.55,61.55,61.9,60.39,28.26K,0.21%,"3,940.59","3,916.48","3,955.31","3,914.16",-,0.70%,"1,742.40","1,745.00","1,745.90","1,730.70",2.56K,-0.19%
2021-03-23,54111.49,55858.0,53000.0,54345.54,19221.75674,1.622,1.682,1.702,1.615,-4.27%,57.76,61.28,61.35,57.25,712.32K,-6.16%,"3,910.52","3,937.60","3,949.13","3,901.57",-,-0.76%,"1,729.50","1,743.10","1,746.00","1,727.20",3.55K,-0.74%
2021-03-24,54333.27,57209.97,51673.82,52276.16,23775.21362623,1.614,1.615,1.651,1.589,-0.53%,61.18,57.4,61.34,57.29,566.29K,5.92%,"3,889.14","3,919.93","3,942.08","3,889.07",-,-0.55%,"1,737.20","1,730.70","1,741.50","1,729.00",3.96K,0.45%
2021-03-25,52259.69,53238.0,50305.0,51325.01,29642.04415588,1.633,1.612,1.642,1.591,1.21%,58.56,60.8,60.86,57.44,580.11K,-4.28%,"3,909.52","3,879.34","3,919.54","3,853.50",-,0.52%,"1,729.10","1,738.00","1,748.80","1,725.00",2.95K,-0.47%
2021-03-26,51320.76,55125.13,51250.0,55072.44,17843.00738205,1.674,1.626,1.681,1.619,2.51%,60.97,58.48,61.36,58.32,472.00K,4.12%,"3,974.54","3,917.12","3,978.19","3,917.12",-,1.66%,"1,736.50","1,729.90","1,738.90","1,723.20",3.39K,0.43%
2021-03-29,55781.22,58400.0,54900.0,57613.48,17552.36885101,1.717,1.672,1.728,1.635,2.67%,61.56,60.93,61.77,59.41,449.36K,0.97%,"3,971.09","3,969.31","3,981.83","3,943.25",-,-0.09%,"1,716.50","1,736.30","1,736.30","1,707.50",4.05K,-1.15%
2021-03-30,57613.76,59397.48,57000.0,58786.46,15105.07669026,1.71,1.713,1.776,1.706,-0.41%,60.55,61.96,62.27,59.94,388.19K,-1.64%,"3,958.55","3,963.34","3,968.01","3,944.35",-,-0.32%,"1,687.90","1,714.80","1,715.80","1,680.60",2.72K,-1.67%
2021-03-31,58786.46,59800.0,56873.8,58800.0,17376.62672814,1.744,1.717,1.753,1.708,1.99%,59.16,60.45,61.17,58.85,414.16K,-2.30%,"3,972.89","3,967.25","3,994.41","3,966.98",-,0.36%,"1,717.50","1,687.30","1,718.10","1,679.40",2.71K,1.75%
2021-04-01,58800.01,59474.94,57930.0,58726.48,11096.33004907,1.673,1.737,1.753,1.672,-4.04%,61.45,59.49,61.75,58.86,605.57K,3.87%,"4,019.87","3,992.78","4,020.63","3,992.78",-,1.18%,"1,730.30","1,711.40","1,733.20","1,708.80",2.20K,0.75%
2021-04-05,58216.73,59251.76,56817.64,59123.02,9204.86323941,1.707,1.705,1.745,1.7,0.12%,58.65,61.5,61.5,57.63,438.86K,-4.56%,"4,077.91","4,034.44","4,083.42","4,034.44",-,1.44%,"1,730.70","1,732.10","1,735.90","1,723.60",1.37K,0.02%
2021-04-06,59134.07,59475.0,57333.33,58019.98,10354.33014603,1.658,1.7,1.716,1.653,-2.91%,59.33,58.8,60.9,58.62,457.35K,1.16%,"4,073.94","4,075.57","4,086.23","4,068.14",-,-0.10%,"1,745.00","1,731.80","1,748.30","1,730.70",3.87K,0.83%
2021-04-07,58021.67,58630.0,55400.0,55955.75,17787.29445084,1.679,1.663,1.679,1.628,1.29%,59.77,59.26,60.04,58.12,475.54K,0.74%,"4,079.95","4,074.29","4,083.13","4,068.31",-,0.15%,"1,743.60","1,746.60","1,747.20","1,734.00",1.72K,-0.08%
2021-04-08,55962.67,58152.0,55700.0,58083.1,8073.59731731,1.626,1.669,1.674,1.617,-3.16%,59.6,59.52,59.93,58.82,419.91K,-0.28%,"4,097.17","4,089.95","4,098.19","4,082.54",-,0.42%,"1,760.30","1,739.50","1,761.20","1,735.80",4.00K,0.96%
2021-04-09,58083.1,58869.69,57670.51,58092.68,8094.74629652,1.662,1.633,1.687,1.621,2.20%,59.32,59.76,59.95,59.1,351.44K,-0.47%,"4,128.80","4,096.11","4,129.48","4,095.51",-,0.77%,"1,746.80","1,757.30","1,759.00","1,732.90",4.02K,-0.77%
2021-04-12,59983.66,61199.0,59369.0,59839.82,11467.72752999,1.669,1.674,1.685,1.644,-0.31%,59.7,59.35,60.77,58.73,410.22K,0.64%,"4,127.99","4,124.71","4,131.76","4,114.82",-,-0.02%,"1,734.60","1,745.20","1,748.00","1,729.60",3.63K,-0.70%
2021-04-13,59836.88,63774.39,59799.01,63588.22,17897.76603088,1.62,1.676,1.703,1.616,-2.97%,60.18,59.64,60.59,59.64,349.73K,0.80%,"4,141.59","4,130.10","4,148.00","4,124.43",-,0.33%,"1,749.50","1,734.70","1,751.20","1,725.50",4.27K,0.86%
2021-04-14,63588.22,64899.0,61277.91,62971.8,22570.84113444,1.634,1.615,1.65,1.611,0.88%,63.15,60.44,63.44,60.38,419.81K,4.94%,"4,124.66","4,141.58","4,151.69","4,120.87",-,-0.41%,"1,738.20","1,748.40","1,752.50","1,734.70",2.79K,-0.65%
2021-04-15,62971.8,63831.82,62036.73,63229.04,11209.4505281,1.574,1.641,1.646,1.528,-3.67%,63.46,62.83,63.57,62.53,243.37K,0.49%,"4,170.42","4,139.76","4,173.49","4,139.76",-,1.11%,"1,768.80","1,738.80","1,772.40","1,736.80",3.88K,1.76%
2021-04-16,63229.04,63604.34,60048.43,61427.27,19867.41322269,1.59,1.565,1.599,1.552,1.03%,63.13,63.32,63.88,62.83,87.80K,-0.52%,"4,185.47","4,174.14","4,191.31","4,170.75",-,0.36%,"1,782.20","1,766.20","1,786.20","1,763.70",2.57K,0.76%
2021-04-19,56273.65,57600.0,54187.85,55696.83,16838.39171629,1.61,1.578,1.617,1.552,2.02%,63.38,62.98,63.63,62.63,74.38K,0.40%,"4,163.26","4,179.80","4,180.81","4,150.47",-,-0.53%,"1,772.70","1,780.10","1,791.70","1,768.60",1.87K,-0.53%
2021-04-20,55696.83,57111.0,53430.01,56499.29,18608.27983583,1.566,1.598,1.633,1.557,-2.73%,62.44,63.47,64.25,61.5,33.04K,-1.48%,"4,134.94","4,159.18","4,159.18","4,118.38",-,-0.68%,"1,780.40","1,772.70","1,782.60","1,765.80",1.91K,0.43%
2021-04-21,56477.67,56810.56,53620.91,53800.86,15584.08398293,1.559,1.564,1.586,1.554,-0.45%,61.35,62.39,62.56,60.86,431.49K,-1.75%,"4,173.42","4,128.42","4,175.02","4,126.35",-,0.93%,"1,795.20","1,780.60","1,800.00","1,779.00",3.26K,0.83%
2021-04-22,53795.62,55469.98,50400.0,51701.59,30427.89153907,1.542,1.554,1.587,1.531,-1.12%,61.43,61.11,61.87,60.61,344.70K,0.13%,"4,134.98","4,170.46","4,179.57","4,123.69",-,-0.92%,"1,784.00","1,797.00","1,800.00","1,779.30",2.13K,-0.62%
2021-04-23,51695.98,52130.58,47464.65,51187.27,38794.85818376,1.559,1.547,1.582,1.531,1.16%,62.14,61.65,62.43,61.25,345.41K,1.16%,"4,180.17","4,138.78","4,194.17","4,138.78",-,1.09%,"1,779.90","1,786.30","1,798.20","1,771.70",5.12K,-0.23%
2021-04-26,49121.0,54400.0,48817.62,54053.6,18005.22399425,1.568,1.563,1.599,1.556,0.35%,61.91,62.06,62.31,60.66,366.87K,-0.37%,"4,187.62","4,185.03","4,194.19","4,182.36",-,0.18%,"1,782.30","1,776.00","1,784.90","1,770.80",3.72K,0.13%
2021-04-27,54047.8,55509.39,53321.0,55069.62,13957.08649512,1.625,1.57,1.63,1.57,3.62%,62.94,61.97,63.3,61.91,361.54K,1.66%,"4,186.72","4,188.25","4,193.35","4,176.22",-,-0.02%,"1,781.00","1,783.20","1,787.80","1,776.60",7.80K,-0.07%
2021-04-28,55069.61,56476.17,53887.0,54894.03,16484.33677655,1.611,1.62,1.661,1.608,-0.87%,63.86,63.04,64.53,62.67,387.68K,1.46%,"4,183.18","4,185.14","4,201.53","4,181.78",-,-0.08%,"1,776.10","1,777.30","1,784.70","1,763.90",5.98K,-0.28%
2021-04-29,54889.81,55226.86,52369.61,53580.0,14592.31688772,1.641,1.615,1.69,1.615,1.89%,65.01,63.7,65.47,63.65,384.49K,1.80%,"4,211.47","4,206.14","4,218.78","4,176.81",-,0.68%,"1,770.50","1,784.20","1,791.50","1,756.80",8.69K,-0.32%
2021-04-30,53580.0,58075.01,53068.43,57798.77,16536.33288912,1.626,1.645,1.659,1.62,-0.95%,63.58,64.88,64.95,63.08,400.52K,-2.20%,"4,181.17","4,198.10","4,198.10","4,174.85",-,-0.72%,"1,769.80","1,773.90","1,775.00","1,765.60",17.31K,-0.04%
2021-05-03,56625.21,58986.0,56500.0,57212.73,15165.00648795,1.599,1.631,1.655,1.578,-1.63%,64.49,63.64,64.68,62.91,285.97K,1.43%,"4,192.66","4,191.98","4,209.39","4,188.03",-,0.27%,"1,794.00","1,770.40","1,800.80","1,768.50",7.92K,1.37%
2021-05-04,57212.73,57247.24,53057.7,53241.92,23492.0586849,1.591,1.605,1.624,1.557,-0.55%,65.69,64.53,66.19,64.29,370.21K,1.86%,"4,164.66","4,179.04","4,179.04","4,128.59",-,-0.67%,"1,778.20","1,795.10","1,801.60","1,771.60",9.94K,-0.88%
2021-05-05,53241.91,57980.86,52913.02,57515.69,22918.90458572,1.571,1.592,1.626,1.568,-1.21%,65.63,66.45,66.76,64.92,460.07K,-0.09%,"4,167.59","4,177.06","4,187.72","4,160.94",-,0.07%,"1,786.50","1,780.90","1,790.20","1,771.50",20.46K,0.47%
2021-05-06,57515.69,58400.0,55288.0,56440.66,18244.13605211,1.57,1.58,1.591,1.557,-0.11%,64.71,65.27,65.98,64.5,389.21K,-1.40%,"4,201.62","4,169.14","4,202.70","4,147.33",-,0.82%,"1,817.90","1,789.00","1,820.50","1,784.10",23.09K,1.76%
2021-05-07,56444.82,58735.95,55300.0,57380.39,18323.8958022,1.579,1.566,1.584,1.469,0.59%,64.9,64.9,65.24,63.9,431.42K,0.29%,"4,232.60","4,210.34","4,238.04","4,201.64",-,0.74%,"1,833.50","1,817.30","1,846.50","1,815.70",26.44K,0.86%
2021-05-10,58313.84,59592.2,53600.0,55866.41,24647.23540718,1.604,1.586,1.609,1.559,1.24%,64.92,65.57,65.75,63.95,448.34K,0.03%,"4,188.43","4,228.29","4,236.39","4,188.13",-,-1.04%,"1,839.80","1,836.10","1,848.40","1,832.80",64.97K,0.34%
2021-05-11,55866.38,56962.07,54511.48,56753.19,15446.63591676,1.622,1.602,1.631,1.586,1.12%,65.28,64.9,65.5,63.68,514.95K,0.55%,"4,152.10","4,150.34","4,162.04","4,111.53",-,-0.87%,"1,838.10","1,837.60","1,844.30","1,819.80",71.63K,-0.09%
2021-05-12,56753.19,58041.0,48500.0,49498.77,29660.84273553,1.693,1.629,1.701,1.609,4.42%,66.08,65.46,66.63,64.97,508.52K,1.23%,"4,063.04","4,130.55","4,134.73","4,056.88",-,-2.14%,"1,824.80","1,840.20","1,846.50","1,815.00",55.16K,-0.72%
2021-05-13,49498.76,52500.0,46000.0,49690.11,42250.08740789,1.659,1.702,1.707,1.651,-2.03%,63.82,65.75,65.81,63.09,547.69K,-3.42%,"4,112.50","4,074.99","4,131.58","4,074.99",-,1.22%,"1,826.10","1,816.60","1,830.90","1,810.70",41.80K,0.07%
2021-05-14,49682.28,51569.56,48895.0,49893.48,21987.79362448,1.635,1.663,1.668,1.625,-1.44%,65.37,63.83,65.62,63.33,383.75K,2.43%,"4,173.85","4,129.58","4,183.13","4,129.58",-,1.49%,"1,840.00","1,829.30","1,849.00","1,821.30",24.14K,0.76%
2021-05-17,46450.78,46646.15,42101.0,43580.5,43660.22208427,1.652,1.635,1.652,1.605,1.14%,66.27,65.5,66.43,64.83,268.48K,1.38%,"4,163.29","4,169.92","4,171.92","4,142.69",-,-0.25%,"1,869.60","1,843.50","1,871.10","1,843.10",42.11K,1.61%
2021-05-18,43571.89,45851.0,42300.0,42857.15,28210.30024018,1.64,1.647,1.657,1.628,-0.72%,65.49,66.33,67.01,64.11,167.35K,-1.18%,"4,127.83","4,165.94","4,169.15","4,125.99",-,-0.85%,"1,870.10","1,869.10","1,877.80","1,865.60",49.55K,0.03%
2021-05-19,42865.05,43591.7,30000.0,36731.75,109537.24233282,1.676,1.642,1.692,1.62,2.19%,63.36,65.28,65.35,61.95,101.90K,-3.25%,"4,115.68","4,098.45","4,116.93","4,061.41",-,-0.29%,"1,883.40","1,872.20","1,893.20","1,854.40",58.81K,0.71%
2021-05-20,36735.44,42605.0,35000.0,40623.33,51445.79735691,1.628,1.673,1.68,1.625,-2.85%,62.05,63.39,63.96,61.89,29.62K,-2.07%,"4,159.12","4,121.97","4,172.80","4,121.97",-,1.06%,"1,883.90","1,872.20","1,887.20","1,866.20",44.91K,0.03%
2021-05-21,40623.24,42275.99,33501.54,37340.77,55961.90006046,1.623,1.635,1.64,1.613,-0.31%,63.58,61.89,64.07,61.56,530.83K,2.47%,"4,155.86","4,168.61","4,188.72","4,151.72",-,-0.08%,"1,878.90","1,880.40","1,892.30","1,872.50",53.04K,-0.27%
2021-05-24,34758.88,39966.87,34407.17,38878.56,44419.45827713,1.603,1.62,1.627,1.596,-1.05%,66.05,63.87,66.14,63.63,466.65K,3.88%,"4,197.05","4,170.16","4,209.52","4,170.16",-,0.99%,"1,886.70","1,885.60","1,890.00","1,877.90",55.84K,0.42%
2021-05-25,38874.53,39878.51,36481.26,38361.81,26107.55687287,1.56,1.608,1.61,1.554,-2.65%,66.07,66.02,66.51,65.41,497.39K,0.03%,"4,188.13","4,205.94","4,213.42","4,182.52",-,-0.21%,"1,900.50","1,883.40","1,903.70","1,875.40",176.60K,0.73%
2021-05-26,38361.81,40900.0,37837.36,39293.23,25107.68631485,1.581,1.564,1.582,1.552,1.31%,66.21,66.04,66.43,65.25,376.21K,0.21%,"4,195.99","4,191.59","4,202.61","4,184.11",-,0.19%,"1,903.80","1,902.40","1,915.60","1,893.00",178.18K,0.17%
2021-05-27,39293.23,40440.95,37191.99,38556.88,19390.89447264,1.606,1.581,1.625,1.571,1.61%,66.85,66.16,66.92,65.47,337.54K,0.97%,"4,200.88","4,201.94","4,213.38","4,197.78",-,0.12%,"1,898.50","1,899.30","1,906.50","1,890.80",211.79K,-0.28%
2021-05-28,38556.88,38900.0,34688.0,35680.47,36231.72333985,1.581,1.615,1.623,1.577,-1.59%,66.32,66.95,67.52,66.17,390.46K,-0.79%,"4,204.11","4,210.77","4,218.36","4,203.57",-,0.08%,"1,905.30","1,899.80","1,908.80","1,884.30",198.14K,0.36%
2021-06-01,37276.23,37918.97,35669.14,36685.0,15713.10281689,1.606,1.608,1.639,1.605,-0.21%,67.72,66.68,68.87,66.41,570.99K,1.14%,"4,202.04","4,216.52","4,234.12","4,197.59",-,-0.05%,"1,905.00","1,906.80","1,919.20","1,894.50",290.65K,-0.32%
2021-06-02,36684.99,38237.37,35920.0,37577.91,13952.35891376,1.589,1.613,1.622,1.587,-1.06%,68.83,67.99,69.0,67.78,333.00K,1.64%,"4,208.12","4,206.82","4,217.37","4,198.27",-,0.14%,"1,909.90","1,903.00","1,911.80","1,896.40",166.04K,0.26%
2021-06-03,37581.83,39489.82,37184.88,39248.55,14325.7560692,1.625,1.586,1.63,1.584,2.25%,68.81,68.76,69.4,68.19,351.37K,-0.03%,"4,192.85","4,191.43","4,204.39","4,167.93",-,-0.36%,"1,873.30","1,910.50","1,912.30","1,866.70",278.58K,-1.92%
2021-06-04,39248.54,39291.24,35593.22,36856.52,17917.63251152,1.557,1.628,1.635,1.555,-4.20%,69.62,68.91,69.76,68.33,326.25K,1.18%,"4,229.89","4,206.05","4,233.45","4,206.05",-,0.88%,"1,892.00","1,872.70","1,899.00","1,855.60",228.83K,1.00%
2021-06-07,35800.48,36812.39,33333.0,33575.91,18997.71626987,1.569,1.567,1.582,1.564,0.00%,69.23,69.52,70.0,68.93,365.62K,-0.56%,"4,226.52","4,229.34","4,232.34","4,215.66",-,-0.08%,"1,898.80","1,894.30","1,902.90","1,883.70",146.02K,0.36%
2021-06-08,33567.26,34069.0,31004.95,33402.13,34937.55754915,1.538,1.57,1.574,1.513,-1.95%,70.05,69.29,70.27,68.47,441.30K,1.18%,"4,227.26","4,233.81","4,236.74","4,208.41",-,0.02%,"1,894.40","1,901.60","1,906.90","1,885.70",173.60K,-0.23%
2021-06-09,33402.13,37573.99,32408.53,37403.86,26040.89793254,1.492,1.536,1.536,1.472,-2.97%,69.96,70.01,70.62,69.46,410.82K,-0.13%,"4,219.55","4,232.99","4,237.09","4,218.74",-,-0.18%,"1,895.50","1,894.40","1,901.70","1,889.30",147.33K,0.06%
2021-06-10,37404.75,38425.67,35800.0,36694.05,19853.81418911,1.437,1.491,1.535,1.435,-3.72%,70.29,69.76,70.65,68.68,492.46K,0.47%,"4,239.18","4,228.56","4,249.74","4,220.34",-,0.47%,"1,896.40","1,891.40","1,903.00","1,871.80",250.55K,0.05%
2021-06-11,36694.91,37695.0,35944.0,37338.44,14142.19349961,1.454,1.442,1.472,1.428,1.16%,70.91,70.1,71.24,69.68,563.58K,0.88%,"4,247.44","4,242.90","4,248.38","4,232.25",-,0.19%,"1,879.60","1,901.90","1,906.20","1,876.10",220.46K,-0.89%
2021-06-14,39015.24,41076.03,38744.83,40539.47,21916.84415956,1.497,1.462,1.502,1.455,2.53%,70.88,70.65,71.78,70.65,319.64K,-0.04%,"4,255.15","4,248.31","4,255.59","4,234.07",-,0.18%,"1,865.90","1,879.60","1,879.70","1,845.70",242.30K,-0.73%
2021-06-15,40537.93,41322.55,39510.98,40162.37,17020.70299457,1.489,1.494,1.513,1.48,-0.56%,72.12,71.16,72.49,70.81,336.04K,1.75%,"4,246.59","4,255.28","4,257.16","4,238.35",-,-0.20%,"1,856.40","1,867.80","1,870.90","1,853.00",155.34K,-0.51%
2021-06-16,40158.06,40499.0,38105.0,38351.0,17238.57541183,1.581,1.496,1.594,1.482,6.15%,72.15,72.45,72.99,71.61,426.78K,0.04%,"4,223.70","4,248.87","4,251.89","4,202.45",-,-0.54%,"1,861.40","1,861.00","1,866.00","1,804.40",234.10K,0.27%
